artist,date,rank,title,weeks
Metallica,2017-10-07,26,Hardwired...To Self-Destruct,1
Ke$ha,2017-10-07,27,Rainbow,1
Calvin Harris,2017-10-07,28,Funk Wav Bounces Volume 1,2
Superfruit,2017-10-07,29,Future Friends,29
Travis Scott,2017-10-07,30,Birds In The Trap Sing McKnight,1
Gregg Allman,2017-10-07,31,Southern Blood,11
Dustin Lynch,2017-10-07,32,Current Mood,7
Luke Combs,2017-10-07,33,This One's For You,5
Drake,2017-10-07,34,Views,1
Meek Mill,2017-10-07,35,Wins And Losses,3
Halsey,2017-10-07,36,Hopeless Fountain Kingdom,1
French Montana,2017-10-07,37,Jungle Rules,3
Shawn Mendes,2017-10-07,38,Illuminate,1
A$AP Mob,2017-10-07,39,Cozy Tapes Volume 2: Too Cozy,6
Portugal. The Man,2017-10-07,40,Woodstock,32
Chris Stapleton,2017-10-07,41,Traveller,1
Russ,2017-10-07,42,There's Really A Wolf,7
Kane Brown,2017-10-07,43,Kane Brown,10
The National,2017-10-07,44,Sleep Well Beast,2
Playboi Carti,2017-10-07,45,Playboi Carti,12
Soundtrack,2017-10-07,46,Trolls,3
Lorde,2017-10-07,47,Melodrama,1
Eminem,2017-10-07,48,Curtain Call: The Hits,1
NAV,2017-10-07,49,Perfect Timing,13
Future,2017-10-07,50,Future,1
Odesza,2017-10-07,51,A Moment Apart,3
Jay-Z,2017-10-07,52,4:44,1
The Chainsmokers,2017-10-07,53,Memories... Do Not Open,1
Ozuna,2017-10-07,54,Odisea,22
Blackbear,2017-10-07,55,Digital Druglord,14
YoungBoy Never Broke Again,2017-10-07,56,Ai Youngboy,24
Katy Perry,2017-10-07,57,Witness,1
Chance The Rapper,2017-10-07,58,Coloring Book,8
Brett Young,2017-10-07,59,Brett Young,18
Sam Smith,2017-10-07,60,In The Lonely Hour,2
Kodak Black,2017-10-07,61,Painting Pictures,3
A$AP Ferg,2017-10-07,62,Still Striving,12
Taylor Swift,2017-10-07,63,1989,1
Sam Hunt,2017-10-07,64,Montevallo,3
Soundtrack,2017-10-07,65,Guardians Of The Galaxy: Awesome Mix Volume 2,4
Ed Sheeran,2017-10-07,66,X,1
Dua Lipa,2017-10-07,67,Dua Lipa,67
Rihanna,2017-10-07,68,ANTI,1
Tyler,2017-10-07,69,Flower Boy,21
Jon Pardi,2017-10-07,70,California Sunrise,11
Beyoncé,2017-10-07,71,Lemonade,1
Drake,2017-10-07,72,Take Care,1
Twenty One Pilots,2017-10-07,73,Blurryface,1
Chris Stapleton,2017-10-07,74,From A Room: Volume 1,2
Imagine Dragons,2017-10-07,75,Night Visions,2
Florida Georgia Line,2017-10-07,76,Dig Your Roots,2
2pac,2017-10-07,77,Greatest Hits,31
The Weeknd,2017-10-07,78,Beauty Behind The Madness,1
Harry Styles,2017-10-07,79,Harry Styles,1
Bryson Tiller,2017-10-07,80,True To Self,1
Soundtrack,2017-10-07,81,Descendants 2,6
Young Thug,2017-10-07,82,Beautiful Thugger Girls,8
James Arthur,2017-10-07,83,Back From The Edge,39
Big Sean,2017-10-07,84,I Decided,1
Kendrick Lamar,2017-10-07,85,"Good Kid, M.A.A.D City",2
Queen,2017-10-07,86,Greatest Hits I Ii & Iii: The Platinum Collection,58
J. Cole,2017-10-07,87,2014 Forest Hills Drive,1
Bryson Tiller,2017-10-07,88,T R A P S O U L,8
Future,2017-10-07,89,HNDRXX,1
Old Dominion,2017-10-07,90,Happy Endings,7
Soundtrack,2017-10-07,91,The Fate Of The Furious: The Album,10
6Lack,2017-10-07,92,Free 6lack,34
Thomas Rhett,2017-10-07,93,Tangled Up,6
Daniel Caesar,2017-10-07,94,Freudian,25
Childish Gambino,2017-10-07,95,"Awaken, My Love!",5
Keith Urban,2017-10-07,96,Ripcord,4
Red Hot Chili Peppers,2017-10-07,97,Greatest Hits,18
Various Artists,2017-10-07,98,Now 63,5
Queens Of The Stone Age,2017-10-07,99,Villains,3
Kevin Gates,2017-10-07,100,By Any Means 2,100
Thomas Rhett,2017-09-30,1,Life Changes,1
The National,2017-09-30,2,Sleep Well Beast,2
Odesza,2017-09-30,3,A Moment Apart,3
Lil Uzi Vert,2017-09-30,4,Luv Is Rage 2,1
Jack Johnson,2017-09-30,5,All The Light Above It Too,5
Xxxtentacion,2017-09-30,6,17,2
Dustin Lynch,2017-09-30,7,Current Mood,7
Kendrick Lamar,2017-09-30,8,DAMN.,1
Khalid,2017-09-30,9,American Teen,4
Kip Moore,2017-09-30,10,Slowheart,10
Gregg Allman,2017-09-30,11,Southern Blood,11
Logic,2017-09-30,12,Everybody,1
Imagine Dragons,2017-09-30,13,Evolve,2
Kodak Black,2017-09-30,14,Project Baby Two,2
SZA,2017-09-30,15,Ctrl,3
Ed Sheeran,2017-09-30,16,Divide,1
Post Malone,2017-09-30,17,Stoney,6
21 Savage,2017-09-30,18,Issa Album,2
Drake,2017-09-30,19,More Life,1
Neil Young,2017-09-30,20,Hitchhiker,20
DJ Khaled,2017-09-30,21,Grateful,1
Soundtrack,2017-09-30,22,Moana,2
Bruno Mars,2017-09-30,23,24K Magic,2
Migos,2017-09-30,24,Culture,1
The Weeknd,2017-09-30,25,Starboy,1
Ke$ha,2017-09-30,26,Rainbow,1
Original Broadway Cast Recording,2017-09-30,27,Hamilton: An American Musical,3
2 Chainz,2017-09-30,28,Pretty Girls Like Trap Music,2
A$AP Mob,2017-09-30,29,Cozy Tapes Volume 2: Too Cozy,6
Kane Brown,2017-09-30,30,Kane Brown,10
Calvin Harris,2017-09-30,31,Funk Wav Bounces Volume 1,2
Meek Mill,2017-09-30,32,Wins And Losses,3
Shawn Mendes,2017-09-30,33,Illuminate,1
Travis Scott,2017-09-30,34,Birds In The Trap Sing McKnight,1
Luke Combs,2017-09-30,35,This One's For You,5
French Montana,2017-09-30,36,Jungle Rules,3
Drake,2017-09-30,37,Views,1
Toby Keith,2017-09-30,38,The Bus Songs,38
Tori Amos,2017-09-30,39,Native Invader,39
Sam Smith,2017-09-30,40,In The Lonely Hour,2
Portugal. The Man,2017-09-30,41,Woodstock,32
Halsey,2017-09-30,42,Hopeless Fountain Kingdom,1
Soundtrack,2017-09-30,43,Trolls,3
Chris Stapleton,2017-09-30,44,Traveller,1
Playboi Carti,2017-09-30,45,Playboi Carti,12
Eminem,2017-09-30,46,Curtain Call: The Hits,1
Russ,2017-09-30,47,There's Really A Wolf,7
Soundtrack,2017-09-30,48,Guardians Of The Galaxy: Awesome Mix Volume 2,4
NAV,2017-09-30,49,Perfect Timing,13
Jay-Z,2017-09-30,50,4:44,1
The Chainsmokers,2017-09-30,51,Memories... Do Not Open,1
Blackbear,2017-09-30,52,Digital Druglord,14
Future,2017-09-30,53,Future,1
YoungBoy Never Broke Again,2017-09-30,54,Ai Youngboy,24
Ozuna,2017-09-30,55,Odisea,22
LCD Soundsystem,2017-09-30,56,American Dream,1
Taylor Swift,2017-09-30,57,1989,1
Tyler,2017-09-30,58,Flower Boy,21
A$AP Ferg,2017-09-30,59,Still Striving,12
Chance The Rapper,2017-09-30,60,Coloring Book,8
2pac,2017-09-30,61,Greatest Hits,31
Kodak Black,2017-09-30,62,Painting Pictures,3
Old Dominion,2017-09-30,63,Happy Endings,7
Rihanna,2017-09-30,64,ANTI,1
Soundtrack,2017-09-30,65,Descendants 2,6
Ed Sheeran,2017-09-30,66,X,1
Brett Young,2017-09-30,67,Brett Young,18
Dua Lipa,2017-09-30,68,Dua Lipa,68
Twenty One Pilots,2017-09-30,69,Blurryface,1
Sam Hunt,2017-09-30,70,Montevallo,3
Daniel Caesar,2017-09-30,71,Freudian,25
Drake,2017-09-30,72,Take Care,1
Jon Pardi,2017-09-30,73,California Sunrise,11
Florida Georgia Line,2017-09-30,74,Dig Your Roots,2
Bryson Tiller,2017-09-30,75,True To Self,1
Queens Of The Stone Age,2017-09-30,76,Villains,3
The Weeknd,2017-09-30,77,Beauty Behind The Madness,1
Young Thug,2017-09-30,78,Beautiful Thugger Girls,8
Queen,2017-09-30,79,Greatest Hits I Ii & Iii: The Platinum Collection,58
Soundtrack,2017-09-30,80,Twin Peaks: Music From The Limited Event Series,80
Childish Gambino,2017-09-30,81,"Awaken, My Love!",5
Alvvays,2017-09-30,82,Antisocialites,82
Thomas Rhett,2017-09-30,83,Tangled Up,6
Big Sean,2017-09-30,84,I Decided,1
Don Williams,2017-09-30,85,20 Greatest Hits,85
Kendrick Lamar,2017-09-30,86,"Good Kid, M.A.A.D City",2
Various Artists,2017-09-30,87,Now 63,5
Chris Stapleton,2017-09-30,88,From A Room: Volume 1,2
J. Cole,2017-09-30,89,2014 Forest Hills Drive,1
Arch Enemy,2017-09-30,90,Will To Power,90
Bryson Tiller,2017-09-30,91,T R A P S O U L,8
Future,2017-09-30,92,HNDRXX,1
The War On Drugs,2017-09-30,93,A Deeper Understanding,10
6Lack,2017-09-30,94,Free 6lack,34
Lana Del Rey,2017-09-30,95,Lust For Life,1
Harry Styles,2017-09-30,96,Harry Styles,1
Keith Urban,2017-09-30,97,Ripcord,4
J. Cole,2017-09-30,98,4 Your Eyez Only,1
Moneybagg Yo,2017-09-30,99,Federal 3x,5
Fifth Harmony,2017-09-30,100,Fifth Harmony,4
LCD Soundsystem,2017-09-23,1,American Dream,1
Lil Uzi Vert,2017-09-23,2,Luv Is Rage 2,1
Xxxtentacion,2017-09-23,3,17,2
Kendrick Lamar,2017-09-23,4,DAMN.,1
Khalid,2017-09-23,5,American Teen,4
Imagine Dragons,2017-09-23,6,Evolve,2
Kodak Black,2017-09-23,7,Project Baby Two,2
Logic,2017-09-23,8,Everybody,1
SZA,2017-09-23,9,Ctrl,3
Ed Sheeran,2017-09-23,10,Divide,1
21 Savage,2017-09-23,11,Issa Album,2
Post Malone,2017-09-23,12,Stoney,6
Drake,2017-09-23,13,More Life,1
Ke$ha,2017-09-23,14,Rainbow,1
DJ Khaled,2017-09-23,15,Grateful,1
Bruno Mars,2017-09-23,16,24K Magic,2
A$AP Mob,2017-09-23,17,Cozy Tapes Volume 2: Too Cozy,6
Soundtrack,2017-09-23,18,Moana,2
Migos,2017-09-23,19,Culture,1
2 Chainz,2017-09-23,20,Pretty Girls Like Trap Music,2
The Weeknd,2017-09-23,21,Starboy,1
Original Broadway Cast Recording,2017-09-23,22,Hamilton: An American Musical,3
Luke Combs,2017-09-23,23,This One's For You,5
Calvin Harris,2017-09-23,24,Funk Wav Bounces Volume 1,2
Meek Mill,2017-09-23,25,Wins And Losses,3
Soundtrack,2017-09-23,26,Guardians Of The Galaxy: Awesome Mix Volume 2,4
Soundtrack,2017-09-23,27,Trolls,3
Queens Of The Stone Age,2017-09-23,28,Villains,3
Shawn Mendes,2017-09-23,29,Illuminate,1
French Montana,2017-09-23,30,Jungle Rules,3
Travis Scott,2017-09-23,31,Birds In The Trap Sing McKnight,1
Drake,2017-09-23,32,Views,1
Jay-Z,2017-09-23,33,4:44,1
Fifth Harmony,2017-09-23,34,Fifth Harmony,4
Old Dominion,2017-09-23,35,Happy Endings,7
Chris Stapleton,2017-09-23,36,Traveller,1
Portugal. The Man,2017-09-23,37,Woodstock,32
Eminem,2017-09-23,38,Curtain Call: The Hits,1
Playboi Carti,2017-09-23,39,Playboi Carti,12
Taylor Swift,2017-09-23,40,1989,1
The Chainsmokers,2017-09-23,41,Memories... Do Not Open,1
Halsey,2017-09-23,42,Hopeless Fountain Kingdom,1
Ozuna,2017-09-23,43,Odisea,22
NAV,2017-09-23,44,Perfect Timing,13
Soundtrack,2017-09-23,45,Descendants 2,6
YoungBoy Never Broke Again,2017-09-23,46,Ai Youngboy,24
Future,2017-09-23,47,Future,1
The War On Drugs,2017-09-23,48,A Deeper Understanding,10
A$AP Ferg,2017-09-23,49,Still Striving,12
Blackbear,2017-09-23,50,Digital Druglord,14
Russ,2017-09-23,51,There's Really A Wolf,7
Tyler,2017-09-23,52,Flower Boy,21
Daniel Caesar,2017-09-23,53,Freudian,25
Various Artists,2017-09-23,54,Now 63,5
Kodak Black,2017-09-23,55,Painting Pictures,3
Kane Brown,2017-09-23,56,Kane Brown,10
Chance The Rapper,2017-09-23,57,Coloring Book,8
The Script,2017-09-23,58,Freedom Child,58
Twenty One Pilots,2017-09-23,59,Blurryface,1
Lana Del Rey,2017-09-23,60,Lust For Life,1
Sam Hunt,2017-09-23,61,Montevallo,3
Steve Winwood,2017-09-23,62,Winwood: Greatest Hits Live,62
Florida Georgia Line,2017-09-23,63,Dig Your Roots,2
Ed Sheeran,2017-09-23,64,X,1
Brett Young,2017-09-23,65,Brett Young,18
Jon Pardi,2017-09-23,66,California Sunrise,11
Rihanna,2017-09-23,67,ANTI,1
Drake,2017-09-23,68,Take Care,1
Chris Stapleton,2017-09-23,69,From A Room: Volume 1,2
Moneybagg Yo,2017-09-23,70,Federal 3x,5
Bryson Tiller,2017-09-23,71,True To Self,1
Lorde,2017-09-23,72,Melodrama,1
Keith Urban,2017-09-23,73,Ripcord,4
Childish Gambino,2017-09-23,74,"Awaken, My Love!",5
Katy Perry,2017-09-23,75,Witness,1
Kendrick Lamar,2017-09-23,76,"Good Kid, M.A.A.D City",2
Dua Lipa,2017-09-23,77,Dua Lipa,77
The Weeknd,2017-09-23,78,Beauty Behind The Madness,1
Young Thug,2017-09-23,79,Beautiful Thugger Girls,8
Imagine Dragons,2017-09-23,80,Night Visions,2
Soundtrack,2017-09-23,81,Guardians Of The Galaxy: Awesome Mix Volume 1,1
2pac,2017-09-23,82,All Eyez On Me,77
Queen,2017-09-23,83,Greatest Hits I Ii & Iii: The Platinum Collection,58
Big Sean,2017-09-23,84,I Decided,1
Harry Styles,2017-09-23,85,Harry Styles,1
Soundtrack,2017-09-23,86,Sing,8
J. Cole,2017-09-23,87,2014 Forest Hills Drive,1
Future,2017-09-23,88,HNDRXX,1
Thomas Rhett,2017-09-23,89,Tangled Up,6
J. Cole,2017-09-23,90,4 Your Eyez Only,1
Bryson Tiller,2017-09-23,91,T R A P S O U L,8
Michael Jackson,2017-09-23,92,The Essential Michael Jackson,46
6Lack,2017-09-23,93,Free 6lack,34
Bob Marley,2017-09-23,94,Legend: The Best Of Bob Marley And The Wailers,5
Soundtrack,2017-09-23,95,The Fate Of The Furious: The Album,10
Adele,2017-09-23,96,25,1
Kanye West,2017-09-23,97,The Life Of Pablo,1
Linkin Park,2017-09-23,98,One More Light,1
James Arthur,2017-09-23,99,Back From The Edge,39
The Notorious B.i.g.,2017-09-23,100,Greatest Hits,1
Lil Uzi Vert,2017-09-16,1,Luv Is Rage 2,1
Xxxtentacion,2017-09-16,2,17,2
Queens Of The Stone Age,2017-09-16,3,Villains,3
Fifth Harmony,2017-09-16,4,Fifth Harmony,4
Kendrick Lamar,2017-09-16,5,DAMN.,1
A$AP Mob,2017-09-16,6,Cozy Tapes Volume 2: Too Cozy,6
Old Dominion,2017-09-16,7,Happy Endings,7
Khalid,2017-09-16,8,American Teen,4
Kodak Black,2017-09-16,9,Project Baby Two,2
The War On Drugs,2017-09-16,10,A Deeper Understanding,10
Logic,2017-09-16,11,Everybody,1
Imagine Dragons,2017-09-16,12,Evolve,2
Ed Sheeran,2017-09-16,13,Divide,1
SZA,2017-09-16,14,Ctrl,3
Post Malone,2017-09-16,15,Stoney,6
Ke$ha,2017-09-16,16,Rainbow,1
DJ Khaled,2017-09-16,17,Grateful,1
21 Savage,2017-09-16,18,Issa Album,2
Drake,2017-09-16,19,More Life,1
Soundtrack,2017-09-16,20,Moana,2
Bruno Mars,2017-09-16,21,24K Magic,2
Ozuna,2017-09-16,22,Odisea,22
The Weeknd,2017-09-16,23,Starboy,1
Migos,2017-09-16,24,Culture,1
Daniel Caesar,2017-09-16,25,Freudian,25
Soundtrack,2017-09-16,26,Guardians Of The Galaxy: Awesome Mix Volume 2,4
2 Chainz,2017-09-16,27,Pretty Girls Like Trap Music,2
Calvin Harris,2017-09-16,28,Funk Wav Bounces Volume 1,2
Original Broadway Cast Recording,2017-09-16,29,Hamilton: An American Musical,3
Shawn Mendes,2017-09-16,30,Illuminate,1
Meek Mill,2017-09-16,31,Wins And Losses,3
French Montana,2017-09-16,32,Jungle Rules,3
Jay-Z,2017-09-16,33,4:44,1
Soundtrack,2017-09-16,34,Descendants 2,6
Tasha Cobbs Leonard,2017-09-16,35,Heart. Passion. Pursuit,35
Soundtrack,2017-09-16,36,Trolls,3
Travis Scott,2017-09-16,37,Birds In The Trap Sing McKnight,1
Taylor Swift,2017-09-16,38,1989,1
Luke Combs,2017-09-16,39,This One's For You,5
Drake,2017-09-16,40,Views,1
Pvris,2017-09-16,41,"All We Know Of Heaven, All We Need Of Hell",41
A$AP Ferg,2017-09-16,42,Still Striving,12
The Chainsmokers,2017-09-16,43,Memories... Do Not Open,1
Iron & Wine,2017-09-16,44,Beast Epic,44
Chris Stapleton,2017-09-16,45,Traveller,1
Playboi Carti,2017-09-16,46,Playboi Carti,12
Tyler,2017-09-16,47,Flower Boy,21
YoungBoy Never Broke Again,2017-09-16,48,Ai Youngboy,24
Portugal. The Man,2017-09-16,49,Woodstock,32
Eminem,2017-09-16,50,Curtain Call: The Hits,1
Future,2017-09-16,51,Future,1
NAV,2017-09-16,52,Perfect Timing,13
Action Bronson,2017-09-16,53,Blue Chips 7000,53
Halsey,2017-09-16,54,Hopeless Fountain Kingdom,1
Russ,2017-09-16,55,There's Really A Wolf,7
Blackbear,2017-09-16,56,Digital Druglord,14
Brockhampton,2017-09-16,57,Saturation 2,57
Kodak Black,2017-09-16,58,Painting Pictures,3
Twenty One Pilots,2017-09-16,59,Blurryface,1
Chance The Rapper,2017-09-16,60,Coloring Book,8
Lorde,2017-09-16,61,Melodrama,1
Kane Brown,2017-09-16,62,Kane Brown,10
Moneybagg Yo,2017-09-16,63,Federal 3x,5
The Weeknd,2017-09-16,64,Beauty Behind The Madness,1
Sam Hunt,2017-09-16,65,Montevallo,3
Ed Sheeran,2017-09-16,66,X,1
Childish Gambino,2017-09-16,67,"Awaken, My Love!",5
Various Artists,2017-09-16,68,Now 63,5
Christian Nodal,2017-09-16,69,Me Deje Llevar,69
Brett Young,2017-09-16,70,Brett Young,18
Rihanna,2017-09-16,71,ANTI,1
Dave East,2017-09-16,72,Paranoia: A True Story,9
Jon Pardi,2017-09-16,73,California Sunrise,11
Florida Georgia Line,2017-09-16,74,Dig Your Roots,2
Keith Urban,2017-09-16,75,Ripcord,4
Chris Stapleton,2017-09-16,76,From A Room: Volume 1,2
Kendrick Lamar,2017-09-16,77,"Good Kid, M.A.A.D City",2
Lana Del Rey,2017-09-16,78,Lust For Life,1
Turnover,2017-09-16,79,Good Nature,79
Queen,2017-09-16,80,Greatest Hits I Ii & Iii: The Platinum Collection,58
Drake,2017-09-16,81,Take Care,1
Big Sean,2017-09-16,82,I Decided,1
Young Thug,2017-09-16,83,Beautiful Thugger Girls,8
Soundtrack,2017-09-16,84,Guardians Of The Galaxy: Awesome Mix Volume 1,1
Dua Lipa,2017-09-16,85,Dua Lipa,85
2pac,2017-09-16,86,Greatest Hits,31
Bryson Tiller,2017-09-16,87,True To Self,1
Imagine Dragons,2017-09-16,88,Night Visions,2
6Lack,2017-09-16,89,Free 6lack,34
Thomas Rhett,2017-09-16,90,Tangled Up,6
Harry Styles,2017-09-16,91,Harry Styles,1
J. Cole,2017-09-16,92,2014 Forest Hills Drive,1
Future,2017-09-16,93,HNDRXX,1
James Arthur,2017-09-16,94,Back From The Edge,39
Linkin Park,2017-09-16,95,One More Light,1
J. Cole,2017-09-16,96,4 Your Eyez Only,1
Brand New,2017-09-16,97,Science Fiction,1
Soundtrack,2017-09-16,98,Sing,8
Soundtrack,2017-09-16,99,The Fate Of The Furious: The Album,10
Bryson Tiller,2017-09-16,100,T R A P S O U L,8
Brand New,2017-09-09,1,Science Fiction,1
Kodak Black,2017-09-09,2,Project Baby Two,2
Kendrick Lamar,2017-09-09,3,DAMN.,1
Neck Deep,2017-09-09,4,The Peace And The Panic,4
Ke$ha,2017-09-09,5,Rainbow,1
Khalid,2017-09-09,6,American Teen,4
DJ Khaled,2017-09-09,7,Grateful,1
Ed Sheeran,2017-09-09,8,Divide,1
Dave East,2017-09-09,9,Paranoia: A True Story,9
Imagine Dragons,2017-09-09,10,Evolve,2
SZA,2017-09-09,11,Ctrl,3
A$AP Ferg,2017-09-09,12,Still Striving,12
21 Savage,2017-09-09,13,Issa Album,2
Post Malone,2017-09-09,14,Stoney,6
Bruno Mars,2017-09-09,15,24K Magic,2
The Weeknd,2017-09-09,16,Starboy,1
Drake,2017-09-09,17,More Life,1
Soundtrack,2017-09-09,18,Moana,2
2 Chainz,2017-09-09,19,Pretty Girls Like Trap Music,2
Meek Mill,2017-09-09,20,Wins And Losses,3
Migos,2017-09-09,21,Culture,1
Jay-Z,2017-09-09,22,4:44,1
Calvin Harris,2017-09-09,23,Funk Wav Bounces Volume 1,2
Original Broadway Cast Recording,2017-09-09,24,Hamilton: An American Musical,3
French Montana,2017-09-09,25,Jungle Rules,3
Shawn Mendes,2017-09-09,26,Illuminate,1
Grizzly Bear,2017-09-09,27,Painted Ruins,27
Soundtrack,2017-09-09,28,Descendants 2,6
Logic,2017-09-09,29,Everybody,1
Soundtrack,2017-09-09,30,Trolls,3
Soundtrack,2017-09-09,31,Guardians Of The Galaxy: Awesome Mix Volume 2,4
Luke Combs,2017-09-09,32,This One's For You,5
Travis Scott,2017-09-09,33,Birds In The Trap Sing McKnight,1
Drake,2017-09-09,34,Views,1
Moneybagg Yo,2017-09-09,35,Federal 3x,5
The Chainsmokers,2017-09-09,36,Memories... Do Not Open,1
Tyler,2017-09-09,37,Flower Boy,21
NAV,2017-09-09,38,Perfect Timing,13
Playboi Carti,2017-09-09,39,Playboi Carti,12
YoungBoy Never Broke Again,2017-09-09,40,Ai Youngboy,24
Chris Stapleton,2017-09-09,41,Traveller,1
Future,2017-09-09,42,Future,1
Eminem,2017-09-09,43,Curtain Call: The Hits,1
Phora,2017-09-09,44,Yours Truly Forever,44
Russ,2017-09-09,45,There's Really A Wolf,7
Portugal. The Man,2017-09-09,46,Woodstock,32
Halsey,2017-09-09,47,Hopeless Fountain Kingdom,1
Sam Hunt,2017-09-09,48,Montevallo,3
Various Artists,2017-09-09,49,Now 63,5
Childish Gambino,2017-09-09,50,"Awaken, My Love!",5
Keith Urban,2017-09-09,51,Ripcord,4
Kodak Black,2017-09-09,52,Painting Pictures,3
Twenty One Pilots,2017-09-09,53,Blurryface,1
Brett Young,2017-09-09,54,Brett Young,18
Blackbear,2017-09-09,55,Digital Druglord,14
Chance The Rapper,2017-09-09,56,Coloring Book,8
Lana Del Rey,2017-09-09,57,Lust For Life,1
Steven Wilson,2017-09-09,58,To The Bone,58
Kane Brown,2017-09-09,59,Kane Brown,10
Ed Sheeran,2017-09-09,60,X,1
Travis Greene,2017-09-09,61,Crossover: Live From Music City,61
Jon Pardi,2017-09-09,62,California Sunrise,11
Rihanna,2017-09-09,63,ANTI,1
Taylor Swift,2017-09-09,64,1989,1
Florida Georgia Line,2017-09-09,65,Dig Your Roots,2
Linkin Park,2017-09-09,66,One More Light,1
Chris Stapleton,2017-09-09,67,From A Room: Volume 1,2
Mozzy,2017-09-09,68,1 Up Top Ahk,68
Lorde,2017-09-09,69,Melodrama,1
Queen,2017-09-09,70,Greatest Hits I Ii & Iii: The Platinum Collection,58
Young Thug,2017-09-09,71,Beautiful Thugger Girls,8
Kendrick Lamar,2017-09-09,72,"Good Kid, M.A.A.D City",2
Drake,2017-09-09,73,Take Care,1
Harry Styles,2017-09-09,74,Harry Styles,1
Big Sean,2017-09-09,75,I Decided,1
Bryson Tiller,2017-09-09,76,True To Self,1
Arcade Fire,2017-09-09,77,Everything Now,1
The Weeknd,2017-09-09,78,Beauty Behind The Madness,1
Future,2017-09-09,79,HNDRXX,1
J. Cole,2017-09-09,80,4 Your Eyez Only,1
Soundtrack,2017-09-09,81,Sing,8
Bob Marley,2017-09-09,82,Legend: The Best Of Bob Marley And The Wailers,5
Thomas Rhett,2017-09-09,83,Tangled Up,6
J. Cole,2017-09-09,84,2014 Forest Hills Drive,1
6Lack,2017-09-09,85,Free 6lack,34
2pac,2017-09-09,86,Greatest Hits,31
Coldplay,2017-09-09,87,Kaleidoscope,15
Linkin Park,2017-09-09,88,Hybrid Theory,8
Pink Floyd,2017-09-09,89,The Dark Side Of The Moon,12
Soundtrack,2017-09-09,90,The Fate Of The Furious: The Album,10
Bryson Tiller,2017-09-09,91,T R A P S O U L,8
Adele,2017-09-09,92,25,1
Dua Lipa,2017-09-09,93,Dua Lipa,86
Brett Eldredge,2017-09-09,94,Brett Eldredge,2
Thy Art Is Murder,2017-09-09,95,Dear Desolation,95
Soundtrack,2017-09-09,96,Guardians Of The Galaxy: Awesome Mix Volume 1,1
Imagine Dragons,2017-09-09,97,Night Visions,2
Kanye West,2017-09-09,98,The Life Of Pablo,1
Tee Grizzley,2017-09-09,99,My Moment,44
James Arthur,2017-09-09,100,Back From The Edge,39
Ke$ha,2017-09-02,1,Rainbow,1
Kendrick Lamar,2017-09-02,2,DAMN.,1
DJ Khaled,2017-09-02,3,Grateful,1
Khalid,2017-09-02,4,American Teen,4
Moneybagg Yo,2017-09-02,5,Federal 3x,5
Ed Sheeran,2017-09-02,6,Divide,1
SZA,2017-09-02,7,Ctrl,3
21 Savage,2017-09-02,8,Issa Album,2
Imagine Dragons,2017-09-02,9,Evolve,2
Bruno Mars,2017-09-02,10,24K Magic,2
Post Malone,2017-09-02,11,Stoney,6
Meek Mill,2017-09-02,12,Wins And Losses,3
Drake,2017-09-02,13,More Life,1
Soundtrack,2017-09-02,14,Moana,2
Jay-Z,2017-09-02,15,4:44,1
2 Chainz,2017-09-02,16,Pretty Girls Like Trap Music,2
Calvin Harris,2017-09-02,17,Funk Wav Bounces Volume 1,2
Migos,2017-09-02,18,Culture,1
French Montana,2017-09-02,19,Jungle Rules,3
The Weeknd,2017-09-02,20,Starboy,1
Soundtrack,2017-09-02,21,Guardians Of The Galaxy: Awesome Mix Volume 2,4
Original Broadway Cast Recording,2017-09-02,22,Hamilton: An American Musical,3
